"time","tiempoPromedioPedido","tiempoMaximoPedido","cantidadPedidos","longitudColaArmado","longitudColaCoccion","pedidosTerminados"
49.8,17.21480484154273,22.78122892596709,10,0,0,8
49.9,17.21480484154273,22.78122892596709,10,0,0,8
50,17.21480484154273,22.78122892596709,10,0,0,8
50.1,17.21480484154273,22.78122892596709,10,0,0,8
50.2,17.21480484154273,22.78122892596709,10,0,0,8
50.3,17.21480484154273,22.78122892596709,10,0,0,8
50.4,17.21480484154273,22.78122892596709,10,0,0,8
50.5,17.21480484154273,22.78122892596709,10,0,0,8
50.58102778552089,17.21480484154273,22.78122892596709,10,0,0,8
50.58102778552089,17.21480484154273,22.78122892596709,10,0,0,8
50.6,17.21480484154273,22.78122892596709,10,0,0,8
50.7,17.21480484154273,22.78122892596709,10,0,0,8
50.8,17.21480484154273,22.78122892596709,10,0,0,8
50.9,17.21480484154273,22.78122892596709,10,0,0,8
51,17.21480484154273,22.78122892596709,10,0,0,8
51.1,17.21480484154273,22.78122892596709,10,0,0,8
51.2,17.21480484154273,22.78122892596709,10,0,0,8
51.3,17.21480484154273,22.78122892596709,10,0,0,8
51.39802091226606,17.21480484154273,22.78122892596709,10,0,0,8
51.39802091226606,17.21480484154273,22.78122892596709,11,0,0,8
51.4,17.21480484154273,22.78122892596709,11,0,0,8
51.5,17.21480484154273,22.78122892596709,11,0,0,8
51.6,17.21480484154273,22.78122892596709,11,0,0,8
51.7,17.21480484154273,22.78122892596709,11,0,0,8
51.8,17.21480484154273,22.78122892596709,11,0,0,8
51.9,17.21480484154273,22.78122892596709,11,0,0,8
52,17.21480484154273,22.78122892596709,11,0,0,8
52.1,17.21480484154273,22.78122892596709,11,0,0,8
52.2,17.21480484154273,22.78122892596709,11,0,0,8
52.3,17.21480484154273,22.78122892596709,11,0,0,8
52.4,17.21480484154273,22.78122892596709,11,0,0,8
52.5,17.21480484154273,22.78122892596709,11,0,0,8
52.6,17.21480484154273,22.78122892596709,11,0,0,8
52.7,17.21480484154273,22.78122892596709,11,0,0,8
52.8,17.21480484154273,22.78122892596709,11,0,0,8
52.9,17.21480484154273,22.78122892596709,11,0,0,8
53,17.21480484154273,22.78122892596709,11,0,0,8
53.1,17.21480484154273,22.78122892596709,11,0,0,8
53.2,17.21480484154273,22.78122892596709,11,0,0,8
53.3,17.21480484154273,22.78122892596709,11,0,0,8
53.4,17.21480484154273,22.78122892596709,11,0,0,8
53.5,17.21480484154273,22.78122892596709,11,0,0,8
53.6,17.21480484154273,22.78122892596709,11,0,0,8
53.7,17.21480484154273,22.78122892596709,11,0,0,8
53.8,17.21480484154273,22.78122892596709,11,0,0,8
53.9,17.21480484154273,22.78122892596709,11,0,0,8
54,17.21480484154273,22.78122892596709,11,0,0,8
54.1,17.21480484154273,22.78122892596709,11,0,0,8
54.2,17.21480484154273,22.78122892596709,11,0,0,8
54.3,17.21480484154273,22.78122892596709,11,0,0,8
54.4,17.21480484154273,22.78122892596709,11,0,0,8
54.5,17.21480484154273,22.78122892596709,11,0,0,8
54.6,17.21480484154273,22.78122892596709,11,0,0,8
54.7,17.21480484154273,22.78122892596709,11,0,0,8
54.8,17.21480484154273,22.78122892596709,11,0,0,8
54.9,17.21480484154273,22.78122892596709,11,0,0,8
55,17.21480484154273,22.78122892596709,11,0,0,8
55.1,17.21480484154273,22.78122892596709,11,0,0,8
55.2,17.21480484154273,22.78122892596709,11,0,0,8
55.3,17.21480484154273,22.78122892596709,11,0,0,8
55.4,17.21480484154273,22.78122892596709,11,0,0,8
55.5,17.21480484154273,22.78122892596709,11,0,0,8
55.6,17.21480484154273,22.78122892596709,11,0,0,8
55.7,17.21480484154273,22.78122892596709,11,0,0,8
55.8,17.21480484154273,22.78122892596709,11,0,0,8
55.9,17.21480484154273,22.78122892596709,11,0,0,8
56,17.21480484154273,22.78122892596709,11,0,0,8
56.1,17.21480484154273,22.78122892596709,11,0,0,8
56.2,17.21480484154273,22.78122892596709,11,0,0,8
56.3,17.21480484154273,22.78122892596709,11,0,0,8
56.4,17.21480484154273,22.78122892596709,11,0,0,8
56.5,17.21480484154273,22.78122892596709,11,0,0,8
56.6,17.21480484154273,22.78122892596709,11,0,0,8
56.7,17.21480484154273,22.78122892596709,11,0,0,8
56.8,17.21480484154273,22.78122892596709,11,0,0,8
56.9,17.21480484154273,22.78122892596709,11,0,0,8
57,17.21480484154273,22.78122892596709,11,0,0,8
57.1,17.21480484154273,22.78122892596709,11,0,0,8
57.2,17.21480484154273,22.78122892596709,11,0,0,8
57.3,17.21480484154273,22.78122892596709,11,0,0,8
57.4,17.21480484154273,22.78122892596709,11,0,0,8
57.5,17.21480484154273,22.78122892596709,11,0,0,8
57.6,17.21480484154273,22.78122892596709,11,0,0,8
57.7,17.21480484154273,22.78122892596709,11,0,0,8
57.8,17.21480484154273,22.78122892596709,11,0,0,8
57.9,17.21480484154273,22.78122892596709,11,0,0,8
58,17.21480484154273,22.78122892596709,11,0,0,8
58.1,17.21480484154273,22.78122892596709,11,0,0,8
58.2,17.21480484154273,22.78122892596709,11,0,0,8
58.3,17.21480484154273,22.78122892596709,11,0,0,8
58.4,17.21480484154273,22.78122892596709,11,0,0,8
58.5,17.21480484154273,22.78122892596709,11,0,0,8
58.6,17.21480484154273,22.78122892596709,11,0,0,8
58.7,17.21480484154273,22.78122892596709,11,0,0,8
58.8,17.21480484154273,22.78122892596709,11,0,0,8
58.9,17.21480484154273,22.78122892596709,11,0,0,8
59,17.21480484154273,22.78122892596709,11,0,0,8
59.1,17.21480484154273,22.78122892596709,11,0,0,8
59.2,17.21480484154273,22.78122892596709,11,0,0,8
59.3,17.21480484154273,22.78122892596709,11,0,0,8
59.33559365761003,17.21480484154273,22.78122892596709,11,0,0,8
59.33559365761003,17.21480484154273,22.78122892596709,11,0,0,8
59.4,17.21480484154273,22.78122892596709,11,0,0,8
59.5,17.21480484154273,22.78122892596709,11,0,0,8
59.6,17.21480484154273,22.78122892596709,11,0,0,8
59.7,17.21480484154273,22.78122892596709,11,0,0,8
59.8,17.21480484154273,22.78122892596709,11,0,0,8
59.9,17.21480484154273,22.78122892596709,11,0,0,8
60,17.21480484154273,22.78122892596709,11,0,0,8
60.1,17.21480484154273,22.78122892596709,11,0,0,8
60.2,17.21480484154273,22.78122892596709,11,0,0,8
60.3,17.21480484154273,22.78122892596709,11,0,0,8
60.4,17.21480484154273,22.78122892596709,11,0,0,8
60.5,17.21480484154273,22.78122892596709,11,0,0,8
60.6,17.21480484154273,22.78122892596709,11,0,0,8
60.7,17.21480484154273,22.78122892596709,11,0,0,8
60.76678387738585,17.21480484154273,22.78122892596709,11,0,0,8
60.76678387738585,17.67010833752972,22.78122892596709,11,0,0,9
60.8,17.67010833752972,22.78122892596709,11,0,0,9
60.9,17.67010833752972,22.78122892596709,11,0,0,9
61,17.67010833752972,22.78122892596709,11,0,0,9
61.1,17.67010833752972,22.78122892596709,11,0,0,9
61.2,17.67010833752972,22.78122892596709,11,0,0,9
61.3,17.67010833752972,22.78122892596709,11,0,0,9
61.4,17.67010833752972,22.78122892596709,11,0,0,9
61.5,17.67010833752972,22.78122892596709,11,0,0,9
61.6,17.67010833752972,22.78122892596709,11,0,0,9
61.7,17.67010833752972,22.78122892596709,11,0,0,9
61.8,17.67010833752972,22.78122892596709,11,0,0,9
61.88844751402821,17.67010833752972,22.78122892596709,11,0,0,9
61.88844751402821,17.67010833752972,22.78122892596709,11,0,0,9
61.9,17.67010833752972,22.78122892596709,11,0,0,9
62,17.67010833752972,22.78122892596709,11,0,0,9
62.1,17.67010833752972,22.78122892596709,11,0,0,9
62.2,17.67010833752972,22.78122892596709,11,0,0,9
62.3,17.67010833752972,22.78122892596709,11,0,0,9
62.4,17.67010833752972,22.78122892596709,11,0,0,9
62.5,17.67010833752972,22.78122892596709,11,0,0,9
62.6,17.67010833752972,22.78122892596709,11,0,0,9
62.7,17.67010833752972,22.78122892596709,11,0,0,9
62.8,17.67010833752972,22.78122892596709,11,0,0,9
62.9,17.67010833752972,22.78122892596709,11,0,0,9
63,17.67010833752972,22.78122892596709,11,0,0,9
63.1,17.67010833752972,22.78122892596709,11,0,0,9
63.2,17.67010833752972,22.78122892596709,11,0,0,9
63.3,17.67010833752972,22.78122892596709,11,0,0,9
63.4,17.67010833752972,22.78122892596709,11,0,0,9
63.5,17.67010833752972,22.78122892596709,11,0,0,9
63.6,17.67010833752972,22.78122892596709,11,0,0,9
63.7,17.67010833752972,22.78122892596709,11,0,0,9
63.8,17.67010833752972,22.78122892596709,11,0,0,9
63.9,17.67010833752972,22.78122892596709,11,0,0,9
64,17.67010833752972,22.78122892596709,11,0,0,9
64.09999999999999,17.67010833752972,22.78122892596709,11,0,0,9
64.2,17.67010833752972,22.78122892596709,11,0,0,9
64.3,17.67010833752972,22.78122892596709,11,0,0,9
64.40000000000001,17.67010833752972,22.78122892596709,11,0,0,9
64.5,17.67010833752972,22.78122892596709,11,0,0,9
64.59999999999999,17.67010833752972,22.78122892596709,11,0,0,9
64.7,17.67010833752972,22.78122892596709,11,0,0,9
64.8,17.67010833752972,22.78122892596709,11,0,0,9
64.90000000000001,17.67010833752972,22.78122892596709,11,0,0,9
65,17.67010833752972,22.78122892596709,11,0,0,9
65.09999999999999,17.67010833752972,22.78122892596709,11,0,0,9
65.14551307006899,17.67010833752972,22.78122892596709,11,0,0,9
65.14551307006899,17.48099730062209,22.78122892596709,11,0,0,10
65.2,17.48099730062209,22.78122892596709,11,0,0,10
65.3,17.48099730062209,22.78122892596709,11,0,0,10
65.40000000000001,17.48099730062209,22.78122892596709,11,0,0,10
65.5,17.48099730062209,22.78122892596709,11,0,0,10
65.59999999999999,17.48099730062209,22.78122892596709,11,0,0,10
65.7,17.48099730062209,22.78122892596709,11,0,0,10
65.8,17.48099730062209,22.78122892596709,11,0,0,10
65.90000000000001,17.48099730062209,22.78122892596709,11,0,0,10
66,17.48099730062209,22.78122892596709,11,0,0,10
66.09999999999999,17.48099730062209,22.78122892596709,11,0,0,10
66.2,17.48099730062209,22.78122892596709,11,0,0,10
66.3,17.48099730062209,22.78122892596709,11,0,0,10
66.40000000000001,17.48099730062209,22.78122892596709,11,0,0,10
66.5,17.48099730062209,22.78122892596709,11,0,0,10
66.59999999999999,17.48099730062209,22.78122892596709,11,0,0,10
66.7,17.48099730062209,22.78122892596709,11,0,0,10
66.8,17.48099730062209,22.78122892596709,11,0,0,10
66.90000000000001,17.48099730062209,22.78122892596709,11,0,0,10
67,17.48099730062209,22.78122892596709,11,0,0,10
67.09999999999999,17.48099730062209,22.78122892596709,11,0,0,10
67.2,17.48099730062209,22.78122892596709,11,0,0,10
67.3,17.48099730062209,22.78122892596709,11,0,0,10
67.40000000000001,17.48099730062209,22.78122892596709,11,0,0,10
67.5,17.48099730062209,22.78122892596709,11,0,0,10
67.59999999999999,17.48099730062209,22.78122892596709,11,0,0,10
67.7,17.48099730062209,22.78122892596709,11,0,0,10
67.8,17.48099730062209,22.78122892596709,11,0,0,10
67.90000000000001,17.48099730062209,22.78122892596709,11,0,0,10
68,17.48099730062209,22.78122892596709,11,0,0,10
68.09999999999999,17.48099730062209,22.78122892596709,11,0,0,10
68.2,17.48099730062209,22.78122892596709,11,0,0,10
68.3,17.48099730062209,22.78122892596709,11,0,0,10
68.40000000000001,17.48099730062209,22.78122892596709,11,0,0,10
68.5,17.48099730062209,22.78122892596709,11,0,0,10
68.59999999999999,17.48099730062209,22.78122892596709,11,0,0,10
68.7,17.48099730062209,22.78122892596709,11,0,0,10
68.8,17.48099730062209,22.78122892596709,11,0,0,10
68.90000000000001,17.48099730062209,22.78122892596709,11,0,0,10
69,17.48099730062209,22.78122892596709,11,0,0,10
69.09999999999999,17.48099730062209,22.78122892596709,11,0,0,10
69.2,17.48099730062209,22.78122892596709,11,0,0,10
69.3,17.48099730062209,22.78122892596709,11,0,0,10
69.40000000000001,17.48099730062209,22.78122892596709,11,0,0,10
69.5,17.48099730062209,22.78122892596709,11,0,0,10
69.59999999999999,17.48099730062209,22.78122892596709,11,0,0,10
69.68512444961577,17.48099730062209,22.78122892596709,11,0,0,10
69.68512444961577,17.55427968577915,22.78122892596709,11,0,0,11
69.7,17.55427968577915,22.78122892596709,11,0,0,11
69.8,17.55427968577915,22.78122892596709,11,0,0,11
69.90000000000001,17.55427968577915,22.78122892596709,11,0,0,11
70,17.55427968577915,22.78122892596709,11,0,0,11
70.09999999999999,17.55427968577915,22.78122892596709,11,0,0,11
70.2,17.55427968577915,22.78122892596709,11,0,0,11
70.3,17.55427968577915,22.78122892596709,11,0,0,11
70.40000000000001,17.55427968577915,22.78122892596709,11,0,0,11
70.5,17.55427968577915,22.78122892596709,11,0,0,11
70.59999999999999,17.55427968577915,22.78122892596709,11,0,0,11
70.7,17.55427968577915,22.78122892596709,11,0,0,11
70.8,17.55427968577915,22.78122892596709,11,0,0,11
70.90000000000001,17.55427968577915,22.78122892596709,11,0,0,11
71,17.55427968577915,22.78122892596709,11,0,0,11
71.09999999999999,17.55427968577915,22.78122892596709,11,0,0,11
71.2,17.55427968577915,22.78122892596709,11,0,0,11
71.3,17.55427968577915,22.78122892596709,11,0,0,11
71.40000000000001,17.55427968577915,22.78122892596709,11,0,0,11
71.5,17.55427968577915,22.78122892596709,11,0,0,11
71.59999999999999,17.55427968577915,22.78122892596709,11,0,0,11
71.7,17.55427968577915,22.78122892596709,11,0,0,11
71.8,17.55427968577915,22.78122892596709,11,0,0,11
71.90000000000001,17.55427968577915,22.78122892596709,11,0,0,11
72,17.55427968577915,22.78122892596709,11,0,0,11
72.09999999999999,17.55427968577915,22.78122892596709,11,0,0,11
72.2,17.55427968577915,22.78122892596709,11,0,0,11
72.3,17.55427968577915,22.78122892596709,11,0,0,11
72.40000000000001,17.55427968577915,22.78122892596709,11,0,0,11
72.5,17.55427968577915,22.78122892596709,11,0,0,11
72.59999999999999,17.55427968577915,22.78122892596709,11,0,0,11
72.7,17.55427968577915,22.78122892596709,11,0,0,11
72.8,17.55427968577915,22.78122892596709,11,0,0,11
72.90000000000001,17.55427968577915,22.78122892596709,11,0,0,11
73,17.55427968577915,22.78122892596709,11,0,0,11
73.09999999999999,17.55427968577915,22.78122892596709,11,0,0,11
73.2,17.55427968577915,22.78122892596709,11,0,0,11
73.3,17.55427968577915,22.78122892596709,11,0,0,11
73.40000000000001,17.55427968577915,22.78122892596709,11,0,0,11
73.5,17.55427968577915,22.78122892596709,11,0,0,11
73.59999999999999,17.55427968577915,22.78122892596709,11,0,0,11
73.7,17.55427968577915,22.78122892596709,11,0,0,11
73.8,17.55427968577915,22.78122892596709,11,0,0,11
73.90000000000001,17.55427968577915,22.78122892596709,11,0,0,11
74,17.55427968577915,22.78122892596709,11,0,0,11
74.09999999999999,17.55427968577915,22.78122892596709,11,0,0,11
74.2,17.55427968577915,22.78122892596709,11,0,0,11
74.3,17.55427968577915,22.78122892596709,11,0,0,11
74.40000000000001,17.55427968577915,22.78122892596709,11,0,0,11
74.5,17.55427968577915,22.78122892596709,11,0,0,11
74.59999999999999,17.55427968577915,22.78122892596709,11,0,0,11
74.7,17.55427968577915,22.78122892596709,11,0,0,11
74.8,17.55427968577915,22.78122892596709,11,0,0,11
74.90000000000001,17.55427968577915,22.78122892596709,11,0,0,11
75,17.55427968577915,22.78122892596709,11,0,0,11
75.09999999999999,17.55427968577915,22.78122892596709,11,0,0,11
75.2,17.55427968577915,22.78122892596709,11,0,0,11
75.3,17.55427968577915,22.78122892596709,11,0,0,11
75.40000000000001,17.55427968577915,22.78122892596709,11,0,0,11
75.5,17.55427968577915,22.78122892596709,11,0,0,11
75.59999999999999,17.55427968577915,22.78122892596709,11,0,0,11
75.7,17.55427968577915,22.78122892596709,11,0,0,11
75.8,17.55427968577915,22.78122892596709,11,0,0,11
75.90000000000001,17.55427968577915,22.78122892596709,11,0,0,11
76,17.55427968577915,22.78122892596709,11,0,0,11
76.09999999999999,17.55427968577915,22.78122892596709,11,0,0,11
76.2,17.55427968577915,22.78122892596709,11,0,0,11
76.3,17.55427968577915,22.78122892596709,11,0,0,11
76.40000000000001,17.55427968577915,22.78122892596709,11,0,0,11
76.5,17.55427968577915,22.78122892596709,11,0,0,11
76.51101496829686,17.55427968577915,22.78122892596709,11,0,0,11
76.51101496829686,17.55427968577915,22.78122892596709,12,0,0,11
76.59999999999999,17.55427968577915,22.78122892596709,12,0,0,11
76.7,17.55427968577915,22.78122892596709,12,0,0,11
76.8,17.55427968577915,22.78122892596709,12,0,0,11
76.90000000000001,17.55427968577915,22.78122892596709,12,0,0,11
77,17.55427968577915,22.78122892596709,12,0,0,11
77.09999999999999,17.55427968577915,22.78122892596709,12,0,0,11
77.2,17.55427968577915,22.78122892596709,12,0,0,11
77.3,17.55427968577915,22.78122892596709,12,0,0,11
77.40000000000001,17.55427968577915,22.78122892596709,12,0,0,11
77.5,17.55427968577915,22.78122892596709,12,0,0,11
77.59999999999999,17.55427968577915,22.78122892596709,12,0,0,11
77.7,17.55427968577915,22.78122892596709,12,0,0,11
77.8,17.55427968577915,22.78122892596709,12,0,0,11
77.90000000000001,17.55427968577915,22.78122892596709,12,0,0,11
78,17.55427968577915,22.78122892596709,12,0,0,11
78.09999999999999,17.55427968577915,22.78122892596709,12,0,0,11
78.2,17.55427968577915,22.78122892596709,12,0,0,11
78.3,17.55427968577915,22.78122892596709,12,0,0,11
78.40000000000001,17.55427968577915,22.78122892596709,12,0,0,11
78.5,17.55427968577915,22.78122892596709,12,0,0,11
78.59999999999999,17.55427968577915,22.78122892596709,12,0,0,11
78.7,17.55427968577915,22.78122892596709,12,0,0,11
78.8,17.55427968577915,22.78122892596709,12,0,0,11
78.90000000000001,17.55427968577915,22.78122892596709,12,0,0,11
79,17.55427968577915,22.78122892596709,12,0,0,11
79.09999999999999,17.55427968577915,22.78122892596709,12,0,0,11
79.2,17.55427968577915,22.78122892596709,12,0,0,11
79.3,17.55427968577915,22.78122892596709,12,0,0,11
79.40000000000001,17.55427968577915,22.78122892596709,12,0,0,11
79.5,17.55427968577915,22.78122892596709,12,0,0,11
79.59999999999999,17.55427968577915,22.78122892596709,12,0,0,11
79.7,17.55427968577915,22.78122892596709,12,0,0,11
79.8,17.55427968577915,22.78122892596709,12,0,0,11
79.90000000000001,17.55427968577915,22.78122892596709,12,0,0,11
80,17.55427968577915,22.78122892596709,12,0,0,11
80.09999999999999,17.55427968577915,22.78122892596709,12,0,0,11
80.2,17.55427968577915,22.78122892596709,12,0,0,11
80.3,17.55427968577915,22.78122892596709,12,0,0,11
80.40000000000001,17.55427968577915,22.78122892596709,12,0,0,11
80.48531878762822,17.55427968577915,22.78122892596709,12,0,0,11
80.48531878762822,17.55427968577915,22.78122892596709,13,0,0,11
80.5,17.55427968577915,22.78122892596709,13,0,0,11
80.59999999999999,17.55427968577915,22.78122892596709,13,0,0,11
80.7,17.55427968577915,22.78122892596709,13,0,0,11
80.8,17.55427968577915,22.78122892596709,13,0,0,11
80.90000000000001,17.55427968577915,22.78122892596709,13,0,0,11
81,17.55427968577915,22.78122892596709,13,0,0,11
81.09999999999999,17.55427968577915,22.78122892596709,13,0,0,11
81.2,17.55427968577915,22.78122892596709,13,0,0,11
81.3,17.55427968577915,22.78122892596709,13,0,0,11
81.40000000000001,17.55427968577915,22.78122892596709,13,0,0,11
81.5,17.55427968577915,22.78122892596709,13,0,0,11
81.59999999999999,17.55427968577915,22.78122892596709,13,0,0,11
81.7,17.55427968577915,22.78122892596709,13,0,0,11
81.8,17.55427968577915,22.78122892596709,13,0,0,11
81.90000000000001,17.55427968577915,22.78122892596709,13,0,0,11
82,17.55427968577915,22.78122892596709,13,0,0,11
82.09999999999999,17.55427968577915,22.78122892596709,13,0,0,11
82.2,17.55427968577915,22.78122892596709,13,0,0,11
82.3,17.55427968577915,22.78122892596709,13,0,0,11
82.40000000000001,17.55427968577915,22.78122892596709,13,0,0,11
82.5,17.55427968577915,22.78122892596709,13,0,0,11
82.59999999999999,17.55427968577915,22.78122892596709,13,0,0,11
82.7,17.55427968577915,22.78122892596709,13,0,0,11
82.8,17.55427968577915,22.78122892596709,13,0,0,11
82.90000000000001,17.55427968577915,22.78122892596709,13,0,0,11
83,17.55427968577915,22.78122892596709,13,0,0,11
83.09999999999999,17.55427968577915,22.78122892596709,13,0,0,11
83.15557099791344,17.55427968577915,22.78122892596709,13,0,0,11
83.15557099791344,17.55427968577915,22.78122892596709,14,0,0,11
83.2,17.55427968577915,22.78122892596709,14,0,0,11
83.3,17.55427968577915,22.78122892596709,14,0,0,11
83.40000000000001,17.55427968577915,22.78122892596709,14,0,0,11
83.5,17.55427968577915,22.78122892596709,14,0,0,11
83.59999999999999,17.55427968577915,22.78122892596709,14,0,0,11
83.7,17.55427968577915,22.78122892596709,14,0,0,11
83.8,17.55427968577915,22.78122892596709,14,0,0,11
83.90000000000001,17.55427968577915,22.78122892596709,14,0,0,11
84,17.55427968577915,22.78122892596709,14,0,0,11
84.09999999999999,17.55427968577915,22.78122892596709,14,0,0,11
84.2,17.55427968577915,22.78122892596709,14,0,0,11
84.3,17.55427968577915,22.78122892596709,14,0,0,11
84.40000000000001,17.55427968577915,22.78122892596709,14,0,0,11
84.5,17.55427968577915,22.78122892596709,14,0,0,11
84.59999999999999,17.55427968577915,22.78122892596709,14,0,0,11
84.7,17.55427968577915,22.78122892596709,14,0,0,11
84.8,17.55427968577915,22.78122892596709,14,0,0,11
84.90000000000001,17.55427968577915,22.78122892596709,14,0,0,11
85,17.55427968577915,22.78122892596709,14,0,0,11
85.09999999999999,17.55427968577915,22.78122892596709,14,0,0,11
85.2,17.55427968577915,22.78122892596709,14,0,0,11
85.3,17.55427968577915,22.78122892596709,14,0,0,11
85.40000000000001,17.55427968577915,22.78122892596709,14,0,0,11
85.5,17.55427968577915,22.78122892596709,14,0,0,11
85.50863204097348,17.55427968577915,22.78122892596709,14,0,0,11
85.50863204097348,17.55427968577915,22.78122892596709,14,0,0,11
85.59999999999999,17.55427968577915,22.78122892596709,14,0,0,11
85.7,17.55427968577915,22.78122892596709,14,0,0,11
85.8,17.55427968577915,22.78122892596709,14,0,0,11
85.87976717240475,17.55427968577915,22.78122892596709,14,0,0,11
85.87976717240475,17.55427968577915,22.78122892596709,15,0,0,11
85.90000000000001,17.55427968577915,22.78122892596709,15,0,0,11
86,17.55427968577915,22.78122892596709,15,0,0,11
86.09999999999999,17.55427968577915,22.78122892596709,15,0,0,11
86.2,17.55427968577915,22.78122892596709,15,0,0,11
86.3,17.55427968577915,22.78122892596709,15,0,0,11
86.40000000000001,17.55427968577915,22.78122892596709,15,0,0,11
86.5,17.55427968577915,22.78122892596709,15,0,0,11
86.59999999999999,17.55427968577915,22.78122892596709,15,0,0,11
86.7,17.55427968577915,22.78122892596709,15,0,0,11
86.8,17.55427968577915,22.78122892596709,15,0,0,11
86.90000000000001,17.55427968577915,22.78122892596709,15,0,0,11
87,17.55427968577915,22.78122892596709,15,0,0,11
87.09999999999999,17.55427968577915,22.78122892596709,15,0,0,11
87.2,17.55427968577915,22.78122892596709,15,0,0,11
87.3,17.55427968577915,22.78122892596709,15,0,0,11
87.40000000000001,17.55427968577915,22.78122892596709,15,0,0,11
87.5,17.55427968577915,22.78122892596709,15,0,0,11
87.59999999999999,17.55427968577915,22.78122892596709,15,0,0,11
87.7,17.55427968577915,22.78122892596709,15,0,0,11
87.8,17.55427968577915,22.78122892596709,15,0,0,11
87.90000000000001,17.55427968577915,22.78122892596709,15,0,0,11
88,17.55427968577915,22.78122892596709,15,0,0,11
88.09999999999999,17.55427968577915,22.78122892596709,15,0,0,11
88.2,17.55427968577915,22.78122892596709,15,0,0,11
88.3,17.55427968577915,22.78122892596709,15,0,0,11
88.40000000000001,17.55427968577915,22.78122892596709,15,0,0,11
88.5,17.55427968577915,22.78122892596709,15,0,0,11
88.59999999999999,17.55427968577915,22.78122892596709,15,0,0,11
88.7,17.55427968577915,22.78122892596709,15,0,0,11
88.8,17.55427968577915,22.78122892596709,15,0,0,11
88.90000000000001,17.55427968577915,22.78122892596709,15,0,0,11
89,17.55427968577915,22.78122892596709,15,0,0,11
89.09999999999999,17.55427968577915,22.78122892596709,15,0,0,11
89.2,17.55427968577915,22.78122892596709,15,0,0,11
89.3,17.55427968577915,22.78122892596709,15,0,0,11
89.40000000000001,17.55427968577915,22.78122892596709,15,0,0,11
89.5,17.55427968577915,22.78122892596709,15,0,0,11
89.59999999999999,17.55427968577915,22.78122892596709,15,0,0,11
89.7,17.55427968577915,22.78122892596709,15,0,0,11
89.8,17.55427968577915,22.78122892596709,15,0,0,11
89.90000000000001,17.55427968577915,22.78122892596709,15,0,0,11
90,17.55427968577915,22.78122892596709,15,0,0,11
90.09999999999999,17.55427968577915,22.78122892596709,15,0,0,11
90.2,17.55427968577915,22.78122892596709,15,0,0,11
90.3,17.55427968577915,22.78122892596709,15,0,0,11
90.40000000000001,17.55427968577915,22.78122892596709,15,0,0,11
90.5,17.55427968577915,22.78122892596709,15,0,0,11
90.59999999999999,17.55427968577915,22.78122892596709,15,0,0,11
90.7,17.55427968577915,22.78122892596709,15,0,0,11
90.8,17.55427968577915,22.78122892596709,15,0,0,11
90.90000000000001,17.55427968577915,22.78122892596709,15,0,0,11
91,17.55427968577915,22.78122892596709,15,0,0,11
91.09999999999999,17.55427968577915,22.78122892596709,15,0,0,11
91.2,17.55427968577915,22.78122892596709,15,0,0,11
91.3,17.55427968577915,22.78122892596709,15,0,0,11
91.40000000000001,17.55427968577915,22.78122892596709,15,0,0,11
91.5,17.55427968577915,22.78122892596709,15,0,0,11
91.59999999999999,17.55427968577915,22.78122892596709,15,0,0,11
91.7,17.55427968577915,22.78122892596709,15,0,0,11
91.8,17.55427968577915,22.78122892596709,15,0,0,11
91.90000000000001,17.55427968577915,22.78122892596709,15,0,0,11
92,17.55427968577915,22.78122892596709,15,0,0,11
92.09999999999999,17.55427968577915,22.78122892596709,15,0,0,11
92.2,17.55427968577915,22.78122892596709,15,0,0,11
92.27382119764778,17.55427968577915,22.78122892596709,15,0,0,11
92.27382119764778,17.55427968577915,22.78122892596709,15,0,0,11
92.3,17.55427968577915,22.78122892596709,15,0,0,11
92.40000000000001,17.55427968577915,22.78122892596709,15,0,0,11
92.5,17.55427968577915,22.78122892596709,15,0,0,11
92.59999999999999,17.55427968577915,22.78122892596709,15,0,0,11
92.7,17.55427968577915,22.78122892596709,15,0,0,11
92.8,17.55427968577915,22.78122892596709,15,0,0,11
92.86690357403819,17.55427968577915,22.78122892596709,15,0,0,11
92.86690357403819,17.55427968577915,22.78122892596709,15,1,0,11
92.90000000000001,17.55427968577915,22.78122892596709,15,1,0,11
93,17.55427968577915,22.78122892596709,15,1,0,11
93.08721663457577,17.55427968577915,22.78122892596709,15,1,0,11
93.08721663457577,17.47277318415412,22.78122892596709,15,0,0,12
93.09999999999999,17.47277318415412,22.78122892596709,15,0,0,12
93.2,17.47277318415412,22.78122892596709,15,0,0,12
93.3,17.47277318415412,22.78122892596709,15,0,0,12
93.40000000000001,17.47277318415412,22.78122892596709,15,0,0,12
93.5,17.47277318415412,22.78122892596709,15,0,0,12
93.59999999999999,17.47277318415412,22.78122892596709,15,0,0,12
93.7,17.47277318415412,22.78122892596709,15,0,0,12
93.8,17.47277318415412,22.78122892596709,15,0,0,12
93.90000000000001,17.47277318415412,22.78122892596709,15,0,0,12
94,17.47277318415412,22.78122892596709,15,0,0,12
94.09999999999999,17.47277318415412,22.78122892596709,15,0,0,12
94.2,17.47277318415412,22.78122892596709,15,0,0,12
94.3,17.47277318415412,22.78122892596709,15,0,0,12
94.40000000000001,17.47277318415412,22.78122892596709,15,0,0,12
94.5,17.47277318415412,22.78122892596709,15,0,0,12
94.59999999999999,17.47277318415412,22.78122892596709,15,0,0,12
